0,1970-01-01,8.573333333333332,16.566666666666666,71.75,14.0,4.16944920890508,4707.112
3,1970-04-01,7.88,16.733333333333334,71.75,14.0,4.810250999411299,4715.441
6,1970-07-01,6.703333333333333,17.2,71.75,14.0,5.31890533309901,4757.213
9,1970-10-01,5.566666666666667,17.7,71.75,14.0,5.824672094012951,4708.281
12,1971-01-01,3.856666666666667,17.933333333333334,70.0,14.0,5.9927942030442205,4834.349
15,1971-04-01,4.5633333333333335,18.099999999999998,70.0,14.0,6.02065363103162,4861.938
18,1971-07-01,5.473333333333333,18.400000000000002,70.0,14.0,6.13403215416104,4899.95
21,1971-10-01,4.75,18.366666666666664,70.0,14.0,5.984506001686231,4914.2609999999995
24,1972-01-01,3.5400000000000005,18.133333333333333,70.0,14.0,5.865189802405469,5002.436
27,1972-04-01,4.3,18.266666666666666,70.0,14.0,5.78004477243426,5118.278
30,1972-07-01,4.739999999999999,18.5,70.0,14.0,5.70005926311487,5165.448
33,1972-10-01,5.1433333333333335,18.466666666666665,70.0,14.0,5.32238196848225,5251.226
36,1973-01-01,6.536666666666666,19.066666666666666,70.0,14.0,5.04222039099766,5380.5019999999995
39,1973-04-01,7.816666666666667,20.066666666666666,70.0,14.0,5.00816313374138,5441.504
42,1973-07-01,10.56,20.866666666666667,70.0,14.0,4.9032547337568095,5411.935
45,1973-10-01,9.996666666666666,24.333333333333332,70.0,14.0,4.79588850298855,5462.397
48,1974-01-01,9.323333333333332,30.3,70.0,14.0,5.16182887912946,5417.024
51,1974-04-01,11.25,32.53333333333333,70.0,14.0,5.26585264697742,5431.265
54,1974-07-01,12.089999999999998,34.733333333333334,70.0,14.0,5.71688249592829,5378.679
57,1974-10-01,9.346666666666666,35.43333333333333,70.0,14.0,6.634972858311389,5357.166
60,1975-01-01,6.303333333333334,34.86666666666667,70.0,14.0,8.40311188801455,5292.444
63,1975-04-01,5.420000000000001,35.63333333333333,70.0,14.0,8.91523811823822,5333.22
66,1975-07-01,6.159999999999999,37.1,70.0,14.0,8.56898214730311,5421.357
69,1975-10-01,5.413333333333333,38.13333333333333,70.0,14.0,8.33535421675775,5494.446
72,1976-01-01,4.826666666666667,38.166666666666664,70.0,14.0,7.873806812068059,5618.52
75,1976-04-01,5.196666666666666,38.1,70.0,14.0,7.607753625902691,5660.972
78,1976-07-01,5.283333333333333,38.833333333333336,70.0,14.0,7.788663089776831,5689.755999999999
81,1976-10-01,4.873333333333333,40.266666666666666,70.0,14.0,7.83434305754707,5732.4619999999995
84,1977-01-01,4.66,42.43333333333333,70.0,14.0,7.621904033410809,5799.16
87,1977-04-01,5.156666666666666,43.333333333333336,70.0,14.0,7.16230421019279,5912.977
90,1977-07-01,5.82,44.300000000000004,70.0,14.0,6.96121812833994,6017.585999999999
93,1977-10-01,6.513333333333333,45.53333333333334,70.0,14.0,6.67831526924629,6018.218000000001
96,1978-01-01,6.756666666666667,45.4,70.0,14.0,6.39116812998799,6039.158
99,1978-04-01,7.283333333333334,45.73333333333333,70.0,14.0,6.028666207801749,6273.963000000001
102,1978-07-01,8.1,45.9,70.0,14.0,6.09031505224883,6335.316999999999
105,1978-10-01,9.583333333333334,47.73333333333333,70.0,14.0,5.958499025099259,6420.2880000000005
108,1979-01-01,10.073333333333334,49.96666666666667,70.0,14.0,5.92197620857244,6433.044
111,1979-04-01,10.18,57.06666666666666,70.0,14.0,5.776589515599491,6440.831999999999
114,1979-07-01,10.946666666666667,68.30000000000001,70.0,14.0,5.95212845653614,6487.08
117,1979-10-01,13.576666666666666,74.56666666666666,70.0,14.0,6.0466003464923705,6503.874
120,1980-01-01,15.046666666666667,81.0,70.0,14.0,6.37731867965214,6524.911999999999
123,1980-04-01,12.686666666666667,86.43333333333334,70.0,14.0,7.40382463997981,6392.578
126,1980-07-01,9.836666666666666,87.89999999999999,70.0,14.0,7.776566677912981,6382.892
129,1980-10-01,15.853333333333333,89.06666666666666,70.0,14.0,7.56999597395671,6501.184
132,1981-01-01,16.569999999999997,101.16666666666667,69.125,14.0,7.51856839143751,6635.726
135,1981-04-01,17.78,106.83333333333333,69.125,14.0,7.5156797795385595,6587.269
138,1981-07-01,17.576666666666664,106.23333333333333,69.125,14.0,7.54615880901508,6662.858
141,1981-10-01,13.586666666666666,104.46666666666665,69.125,14.0,8.43645043307428,6585.1269999999995
144,1982-01-01,14.226666666666667,103.2,50.0,12.0,8.96586377707358,6474.973000000001
147,1982-04-01,14.513333333333334,102.23333333333333,50.0,12.0,9.624676824496419,6510.246999999999
150,1982-07-01,11.006666666666668,104.13333333333333,50.0,12.0,10.0888728435876,6486.8
153,1982-10-01,9.286666666666667,104.03333333333335,50.0,12.0,10.9062137227264,6493.128000000001
156,1983-01-01,8.653333333333332,98.56666666666666,50.0,11.0,10.5501314475185,6578.175
159,1983-04-01,8.803333333333333,96.33333333333333,50.0,11.0,10.2997462497308,6728.286999999999
162,1983-07-01,9.459999999999999,97.73333333333335,50.0,11.0,9.460726640969241,6860.022
165,1983-10-01,9.43,96.13333333333333,50.0,11.0,8.72799960453701,7001.4890000000005
168,1984-01-01,9.686666666666666,100.63333333333333,50.0,11.0,7.97399046359061,7140.597
171,1984-04-01,10.556666666666667,101.09999999999998,50.0,11.0,7.61500790937305,7266.01
174,1984-07-01,11.39,99.43333333333334,50.0,11.0,7.5362190690663,7337.493
177,1984-10-01,9.266666666666667,96.30000000000001,50.0,11.0,7.405966625397309,7396.019
180,1985-01-01,8.476666666666667,94.53333333333332,50.0,11.0,7.371983068172081,7469.545
